comprador,departamento,procesos_adjudicados,con_postor_unico,pct_postor_unico,monto_total,supera_minimo
MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS,ANCASH,3,0,0.0,1678277.0,False
MUNICIPALIDAD PROVINCIAL DE CAMANA,AREQUIPA,3,0,0.0,7385052.0,False
MUNICIPALIDAD PROVINCIAL DE CAYLLOMA - CHIVAY,AREQUIPA,3,0,0.0,4120764.0,False
MUNICIPALIDAD PROVINCIAL DE CHEPEN,LA LIBERTAD,3,0,0.0,2219210.0,False
MUNICIPALIDAD PROVINCIAL DE CHURCAMPA,HUANCAVELICA,3,0,0.0,1917983.0,False
MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI - NIEVA,AMAZONAS,3,0,0.0,1739620.0,False
MUNICIPALIDAD PROVINCIAL DE DANIEL CARRION - YANAHUANCA,PASCO,3,0,0.0,2441448.0,False
MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA,APURIMAC,3,0,0.0,2337058.0,False
MUNICIPALIDAD PROVINCIAL DE HUACHO - HUAURA,LIMA,3,0,0.0,259271.0,False
MUNICIPALIDAD PROVINCIAL DE MARISCAL CACERES - JUANJUI,SAN MARTIN,3,0,0.0,882472.0,False
MUNICIPALIDAD PROVINCIAL DE PALLASCA - CABANA,ANCASH,3,0,0.0,1436876.0,False
MUNICIPALIDAD PROVINCIAL DE PATAZ - TAYABAMBA,LA LIBERTAD,3,0,0.0,6386181.0,False
MUNICIPALIDAD PROVINCIAL DE RECUAY,ANCASH,3,0,0.0,1523484.0,False
MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO,LA LIBERTAD,3,0,0.0,374785.0,False
MUNICIPALIDAD PROVINCIAL DE SIHUAS,ANCASH,3,0,0.0,3952136.0,False
MUNICIPALIDAD PROVINCIAL DE VICTOR FAJARDO - HUANCAPI,AYACUCHO,3,0,0.0,614912.0,False
PODER JUDICIAL - AUTORIDAD NACIONAL DE CONTROL DEL PODER JUDICIAL,LIMA,3,0,0.0,607605.0,False
REGION POLICIAL PIURA,PIURA,3,0,0.0,259224.0,False
SERVICIO DE ADMINISTRACION TRIBUTARIA DE ICA,ICA,3,0,0.0,1132000.0,False
SERVICIO DE GESTION AMBIENTAL DE TRUJILLO - SEGAT,LA LIBERTAD,3,0,0.0,3097485.0,False
SERVICIOS DE SANEAMIENTO TUMBES,TUMBES,3,0,0.0,720128.0,False
"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS",LIMA,3,0,0.0,470214.0,False
SUPERINTENDENCIA NACIONAL DE MIGRACIONES,LIMA,3,0,0.0,943740.0,False
UNIDAD EJECUTORA 002 INICTEL-UNI,LIMA,3,0,0.0,168121.0,False
UNIDAD EJECUTORA EDUCACION CHUMBIVILCAS,CUSCO,3,0,0.0,743803.0,False
UNIDAD EJECUTORA Nº 006 - INSTITUTO NACIONAL DE BIENESTAR FAMILIAR,LIMA,3,0,0.0,20202013.0,False
UNIDAD EJECUTORA SUB REGION DE DESARROLLO ILO Nº 003,MOQUEGUA,3,0,0.0,1033593.0,False
UNIVERSIDAD NACIONAL DE CAJAMARCA,CAJAMARCA,3,0,0.0,287560.0,False
UNIVERSIDAD NACIONAL DE JAEN,CAJAMARCA,3,0,0.0,250322.0,False
UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN - TACNA,TACNA,3,0,0.0,23836184.0,False
UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,LAMBAYEQUE,3,0,0.0,1783022.0,False
ZONA FRANCA Y ZONA COMERCIAL DE TACNA - ZOFRATACNA,TACNA,3,0,0.0,3356656.0,False
"CONSEJO NACIONAL DE CIENCIA, TECNOLOGIA E INNOVACION TECNOLOGICA",LIMA,2,0,0.0,468090.0,False
CORTE SUPERIOR DE JUSTICIA DE CAJAMARCA,CAJAMARCA,2,0,0.0,7256227.0,False
CORTE SUPERIOR DE JUSTICIA DE HUAURA,LIMA,2,0,0.0,357465.0,False
CORTE SUPERIOR DE JUSTICIA DE LIMA ESTE,LIMA,2,0,0.0,1437028.0,False
CORTE SUPERIOR DE JUSTICIA DEL SANTA,ANCASH,2,0,0.0,626894.0,False
CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERU,LIMA,2,0,0.0,10079090.0,False
DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,LIMA,2,0,0.0,2658274.0,False
EMPRESA DE GENERACION ELECTRICA MACHUPICCHU,CUSCO,2,0,0.0,716314.0,False
EMPRESA DE SERVICIOS PUBLICOS DE ELECTRICIDAD PUNO  S.A.A.,PUNO,2,0,0.0,6756854.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CAÑETE S.A.,LIMA,2,0,0.0,478600.0,False
EMPRESA MUNICIPAL DE SERVICIO ELECTRICO DE TOCACHE S.A.,SAN MARTIN,2,0,0.0,4226569.0,False
EMPRESA MUNICIPAL DE SERVICIOS ELECTRICOS UTCUBAMBA - BAGUA GRANDE,AMAZONAS,2,0,0.0,222200.0,False
ESTABLECIMIENTO DE SALUD MUNICIPAL,AREQUIPA,2,0,0.0,322800.0,False
FONDO METROPOLITANO DE INVERSIONES,LIMA,2,0,0.0,20499721.0,False
GOBIERNO REGIONAL DE AMAZONAS - DIRECCION REGIONAL AGRARIA,AMAZONAS,2,0,0.0,383144.0,False
GOBIERNO REGIONAL DE AMAZONAS - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES,AMAZONAS,2,0,0.0,390005.0,False
GOBIERNO REGIONAL DE AMAZONAS - GERENCIA SUB REGIONAL CONDORCANQUI,AMAZONAS,2,0,0.0,474194.0,False
GOBIERNO REGIONAL DE AMAZONAS - UGEL CONDORCANQUI,AMAZONAS,2,0,0.0,194400.0,False
GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 404 - SALUD UTCUBAMBA,AMAZONAS,2,0,0.0,259923.0,False
GOBIERNO REGIONAL DE ANCASH - SALUD UTES  HUARAZ  HOSPITAL VICTOR RAMOS GUARDIA,ANCASH,2,0,0.0,352551.0,False
GOBIERNO REGIONAL DE APURIMAC - DIRECCION DE SALUD VIRGEN DE COCHARCAS CHINCHEROS,APURIMAC,2,0,0.0,154474.0,False
GOBIERNO REGIONAL DE APURIMAC - DIRECCION SUBREGIONAL AGRARIA DE ANDAHUAYLAS,APURIMAC,2,0,0.0,154884.0,False
GOBIERNO REGIONAL DE APURIMAC - UNIDAD EJECUTORA 004: PRO DESARROLLO APURIMAC,APURIMAC,2,0,0.0,123548.0,False
GOBIERNO REGIONAL DE APURIMAC-EDUCACION APURIMAC,APURIMAC,2,0,0.0,295968.0,False
GOBIERNO REGIONAL DE AREQUIPA-SALUD,AREQUIPA,2,0,0.0,388420.0,False
GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL JAEN,CAJAMARCA,2,0,0.0,260000.0,False
GOBIERNO REGIONAL DE CAJAMARCA - HOSPITAL SANTA MARÍA DE CUTERVO,CAJAMARCA,2,0,0.0,152038.0,False
GOBIERNO REGIONAL DE CAJAMARCA - RED DE SALUD CAJABAMBA,CAJAMARCA,2,0,0.0,118097.0,False
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA CHOTA,CAJAMARCA,2,0,0.0,273342.0,False
GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE EDUCACION,CUSCO,2,0,0.0,269750.0,False
GOBIERNO REGIONAL DE CUSCO - RED DE SERVICIOS  DE SALUD LA CONVENCION,CUSCO,2,0,0.0,164100.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 406 : RED DE SERVICIOS DE SALUD KIMBIRI-PICHARI,CUSCO,2,0,0.0,116186.0,False
GOBIERNO REGIONAL DE CUSCO-ESCUELA DE BELLAS ARTES DIEGO QUISPE TITO,CUSCO,2,0,0.0,497772.0,False
GOBIERNO REGIONAL DE CUSCO-SALUD,CUSCO,2,0,0.0,313659.0,False
GOBIERNO REGIONAL DE HUANCAVELICA - EDUCACION,HUANCAVELICA,2,0,0.0,425192.0,False
GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,HUANCAVELICA,2,0,0.0,188330.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,HUANUCO,2,0,0.0,149364.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 403 SALUD LEONCIO PRADO,HUANUCO,2,0,0.0,221532.0,False
GOBIERNO REGIONAL DE HUANUCO-SALUD AIS UTES TINGO MARIA,HUANUCO,2,0,0.0,534750.0,False
GOBIERNO REGIONAL DE ICA-SALUD,ICA,2,0,0.0,382855.0,False
GOBIERNO REGIONAL DE JUNIN-EDUCACION,JUNIN,2,0,0.0,439000.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE - GERENCIA REGIONAL DE AGRICULTURA LAMBAYEQUE,LAMBAYEQUE,2,0,0.0,404749.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE-EDUCACION,LAMBAYEQUE,2,0,0.0,306458.0,False
GOBIERNO REGIONAL DE LIMA - DIRECCION REGIONAL DE EDUCACION DE LIMA PROVINCIAS,LIMA,2,0,0.0,413745.0,False
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL Nº 16 BARRANCA,LIMA,2,0,0.0,374214.0,False
GOBIERNO REGIONAL DE LORETO - RED DE SALUD DATEM DEL MARAÑON,LORETO,2,0,0.0,222800.0,False
GOBIERNO REGIONAL DE MADRE DE DIOS - PROYECTO ESPECIAL MADRE DE DIOS,MADRE DE DIOS,2,0,0.0,213638.0,False
GOBIERNO REGIONAL DE MOQUEGUA - SALUD ILO,MOQUEGUA,2,0,0.0,263783.0,False
GOBIERNO REGIONAL DE PASCO - UNIDAD EJECUTORA UGEL PASCO,PASCO,2,0,0.0,292200.0,False
GOBIERNO REGIONAL DE PUNO - SALUD SANDIA,PUNO,2,0,0.0,213312.0,False
GOBIERNO REGIONAL DE PUNO-SALUD PUNO,PUNO,2,0,0.0,207570.0,False
GOBIERNO REGIONAL DE PUNO-SALUD PUNO-LAMPA,PUNO,2,0,0.0,650098.0,False
GOBIERNO REGIONAL DE SAN MARTIN - DIRECCION REGIONAL DE LA PRODUCCION DE SAN MARTIN,SAN MARTIN,2,0,0.0,790697.0,False
GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD DE GESTION EDUCATIVA LOCAL LAMAS,SAN MARTIN,2,0,0.0,283000.0,False
GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARTIN TARAPOTO,SAN MARTIN,2,0,0.0,449400.0,False
GOBIERNO REGIONAL DE UCAYALI - DIRECCIÓN REGIONAL SECTORIAL DE AGRICULTURA UCAYALI,UCAYALI,2,0,0.0,137745.0,False
GOBIERNO REGIONAL DE UCAYALI - PROYECTO ESPECIAL CARRETERA FEDERICO BASADRE,UCAYALI,2,0,0.0,585131.0,False
GOBIERNO REGIONAL DE UCAYALI-EDUCACION,UCAYALI,2,0,0.0,217000.0,False
GOBIERNO REGIONAL HUANCAVELICA UNIDAD DE GESTION EDUCATIVA LOCAL DE TAYACAJA,HUANCAVELICA,2,0,0.0,252422.0,False
GOBIERNO REGIONAL HUANUCO INSTITUTO SUPERIOR DE MUSICA PUBLICO DANIEL ALOMIA ROBLES,HUANUCO,2,0,0.0,681034.0,False
GOBIERNO REGIONAL HUANUCO UNIDAD EJECUTORA 407 RED DE SALUD PUERTO INCA,HUANUCO,2,0,0.0,892000.0,False
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA 312 EDUCACION RIO TAMBO,JUNIN,2,0,0.0,187460.0,False
GOBIERNO REGIONAL JUNIN UNIDAD EJECUTORA EDUCACION PANGOA,JUNIN,2,0,0.0,195400.0,False
GOBIERNO RERGIONAL DE HUANUCO - UNIDAD EJECUTORA 308 EDUCACION LAURICOCHA,HUANUCO,2,0,0.0,234800.0,False
INPE-DIRECCION REGIONAL ALTIPLANO PUNO,PUNO,2,0,0.0,212909.0,False
INSTITUTO VIAL PROVINCIAL DE HUANUCO - IVP HUANUCO,HUANUCO,2,0,0.0,123677.0,False
INSTITUTO VIAL PROVINCIAL DE PASCO - IVP-PASCO,PASCO,2,0,0.0,204005.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DEL SANTA,ANCASH,2,0,0.0,233068.0,False
MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL - U.E. N° 011: PROGRAMA DE ALIMENTACIÓN ESCOLAR,LIMA,2,0,0.0,2731720.0,False
MTC - AUTORIDAD PORTUARIA NACIONAL,CALLAO,2,0,0.0,2359790.0,False
MUNICIPALIDAD DISTRITAL DE ACARI,AREQUIPA,2,0,0.0,1497837.0,False
MUNICIPALIDAD DISTRITAL DE ACCOMARCA,AYACUCHO,2,0,0.0,1039276.0,False
MUNICIPALIDAD DISTRITAL DE ACOPAMPA,ANCASH,2,0,0.0,334751.0,False
MUNICIPALIDAD DISTRITAL DE ACOSTAMBO,HUANCAVELICA,2,0,0.0,231640.0,False
MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,PUNO,2,0,0.0,105210.0,False
MUNICIPALIDAD DISTRITAL DE ALTO SAPOSOA,SAN MARTIN,2,0,0.0,163700.0,False
MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE,LORETO,2,0,0.0,300000.0,False
MUNICIPALIDAD DISTRITAL DE ALTO TRUJILLO,LA LIBERTAD,2,0,0.0,2222746.0,False
MUNICIPALIDAD DISTRITAL DE AMANTANI,PUNO,2,0,0.0,1231838.0,False
MUNICIPALIDAD DISTRITAL DE ANDARAY,AREQUIPA,2,0,0.0,1515460.0,False
MUNICIPALIDAD DISTRITAL DE ANGUIA,CAJAMARCA,2,0,0.0,4060615.0,False
MUNICIPALIDAD DISTRITAL DE ASCENSION,HUANCAVELICA,2,0,0.0,284697.0,False
MUNICIPALIDAD DISTRITAL DE ATAURA,JUNIN,2,0,0.0,1469060.0,False
MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO,LIMA,2,0,0.0,437746.0,False
MUNICIPALIDAD DISTRITAL DE AYAVI,HUANCAVELICA,2,0,0.0,854227.0,False
MUNICIPALIDAD DISTRITAL DE BARRANCO,LIMA,2,0,0.0,556800.0,False
MUNICIPALIDAD DISTRITAL DE BUENOS AIRES - PICOTA,SAN MARTIN,2,0,0.0,5790950.0,False
MUNICIPALIDAD DISTRITAL DE CABANA - SAN RAMON,PUNO,2,0,0.0,1533361.0,False
MUNICIPALIDAD DISTRITAL DE CAMILACA,TACNA,2,0,0.0,620046.0,False
MUNICIPALIDAD DISTRITAL DE CANARIA,AYACUCHO,2,0,0.0,903728.0,False
MUNICIPALIDAD DISTRITAL DE CANCHAYLLO,JUNIN,2,0,0.0,9866970.0,False
MUNICIPALIDAD DISTRITAL DE CARAYBAMBA,APURIMAC,2,0,0.0,1960491.0,False
MUNICIPALIDAD DISTRITAL DE CASTILLO GRANDE,HUANUCO,2,0,0.0,1263113.0,False
MUNICIPALIDAD DISTRITAL DE CATAC,ANCASH,2,0,0.0,1856531.0,False
MUNICIPALIDAD DISTRITAL DE CERRO AZUL,LIMA,2,0,0.0,252042.0,False
MUNICIPALIDAD DISTRITAL DE CHACABAMBA,HUANUCO,2,0,0.0,4612356.0,False
MUNICIPALIDAD DISTRITAL DE CHACAPAMPA,JUNIN,2,0,0.0,486470.0,False
MUNICIPALIDAD DISTRITAL DE CHACCHO,ANCASH,2,0,0.0,959764.0,False
MUNICIPALIDAD DISTRITAL DE CHADIN,CAJAMARCA,2,0,0.0,8462495.0,False
MUNICIPALIDAD DISTRITAL DE CHAO,LA LIBERTAD,2,0,0.0,1457589.0,False
MUNICIPALIDAD DISTRITAL DE CHECACUPE,CUSCO,2,0,0.0,744000.0,False
MUNICIPALIDAD DISTRITAL DE CHICCHE,JUNIN,2,0,0.0,236425.0,False
MUNICIPALIDAD DISTRITAL DE CHILCA - CANETE,LIMA,2,0,0.0,3251750.0,False
MUNICIPALIDAD DISTRITAL DE CHILCAS,AYACUCHO,2,0,0.0,3871125.0,False
MUNICIPALIDAD DISTRITAL DE CHILIQUIN,AMAZONAS,2,0,0.0,146146.0,False
MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA,ICA,2,0,0.0,215770.0,False
MUNICIPALIDAD DISTRITAL DE CHINGAS,ANCASH,2,0,0.0,2499763.0,False
MUNICIPALIDAD DISTRITAL DE CHONTABAMBA,PASCO,2,0,0.0,2092427.0,False
MUNICIPALIDAD DISTRITAL DE CHORAS,HUANUCO,2,0,0.0,13393192.0,False
MUNICIPALIDAD DISTRITAL DE CHOROPAMPA,CAJAMARCA,2,0,0.0,5574203.0,False
MUNICIPALIDAD DISTRITAL DE CHOROS,CAJAMARCA,2,0,0.0,672837.0,False
MUNICIPALIDAD DISTRITAL DE CHUGUR,CAJAMARCA,2,0,0.0,3054359.0,False
MUNICIPALIDAD DISTRITAL DE CHUQUIS,HUANUCO,2,0,0.0,14918442.0,False
MUNICIPALIDAD DISTRITAL DE CIELO PUNCO,CUSCO,2,0,0.0,127415.0,False
MUNICIPALIDAD DISTRITAL DE COCAS,HUANCAVELICA,2,0,0.0,319104.0,False
MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUACAYBAMBA,HUANUCO,2,0,0.0,125538.0,False
MUNICIPALIDAD DISTRITAL DE COCHORCO,LA LIBERTAD,2,0,0.0,4944703.0,False
MUNICIPALIDAD DISTRITAL DE COJATA,PUNO,2,0,0.0,403013.0,False
MUNICIPALIDAD DISTRITAL DE CONCHAN,CAJAMARCA,2,0,0.0,492860.0,False
MUNICIPALIDAD DISTRITAL DE CONGALLA,HUANCAVELICA,2,0,0.0,438201.0,False
MUNICIPALIDAD DISTRITAL DE COPANI,PUNO,2,0,0.0,269674.0,False
MUNICIPALIDAD DISTRITAL DE CORIS,ANCASH,2,0,0.0,1793165.0,False
MUNICIPALIDAD DISTRITAL DE CORTEGANA,CAJAMARCA,2,0,0.0,2539545.0,False
MUNICIPALIDAD DISTRITAL DE COYA,CUSCO,2,0,0.0,121700.0,False
MUNICIPALIDAD DISTRITAL DE CUMBA,AMAZONAS,2,0,0.0,1131850.0,False
MUNICIPALIDAD DISTRITAL DE CURGOS,LA LIBERTAD,2,0,0.0,1530262.0,False
MUNICIPALIDAD DISTRITAL DE CURICACA,JUNIN,2,0,0.0,357791.0,False
MUNICIPALIDAD DISTRITAL DE CURPAHUASI,APURIMAC,2,0,0.0,247600.0,False
MUNICIPALIDAD DISTRITAL DE EL ALTO,PIURA,2,0,0.0,515514.0,False
MUNICIPALIDAD DISTRITAL DE EL CARMEN - CHINCHA,ICA,2,0,0.0,2110656.0,False
MUNICIPALIDAD DISTRITAL DE EL PORVENIR,APURIMAC,2,0,0.0,129906.0,False
MUNICIPALIDAD DISTRITAL DE EL PORVENIR - SAN MARTIN,SAN MARTIN,2,0,0.0,776972.0,False
MUNICIPALIDAD DISTRITAL DE ELIAS SOPLIN VARGAS,SAN MARTIN,2,0,0.0,888658.0,False
MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA,LA LIBERTAD,2,0,0.0,55644971.0,False
MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA,PASCO,2,0,0.0,1047642.0,False
MUNICIPALIDAD DISTRITAL DE HEROINAS TOLEDO,JUNIN,2,0,0.0,291250.0,False
MUNICIPALIDAD DISTRITAL DE HONORIA,HUANUCO,2,0,0.0,463597.0,False
MUNICIPALIDAD DISTRITAL DE HUACAR,HUANUCO,2,0,0.0,1235178.0,False
MUNICIPALIDAD DISTRITAL DE HUACHAC,JUNIN,2,0,0.0,417567.0,False
MUNICIPALIDAD DISTRITAL DE HUACHOS,HUANCAVELICA,2,0,0.0,645957.0,False
MUNICIPALIDAD DISTRITAL DE HUACRAPUQUIO,JUNIN,2,0,0.0,8562444.0,False
MUNICIPALIDAD DISTRITAL DE HUALMAY,LIMA,2,0,0.0,834668.0,False
MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,JUNIN,2,0,0.0,186964.0,False
MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,AYACUCHO,2,0,0.0,220466.0,False
MUNICIPALIDAD DISTRITAL DE HUAMBO - RODRIGUEZ DE MENDOZA,AMAZONAS,2,0,0.0,2385513.0,False
MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,PASCO,2,0,0.0,240396.0,False
MUNICIPALIDAD DISTRITAL DE HUANCAN,JUNIN,2,0,0.0,718374.0,False
MUNICIPALIDAD DISTRITAL DE HUANCARAMA,APURIMAC,2,0,0.0,210780.0,False
MUNICIPALIDAD DISTRITAL DE HUARIACA,PASCO,2,0,0.0,313039.0,False
MUNICIPALIDAD DISTRITAL DE HUAYAN,ANCASH,2,0,0.0,988899.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLILLAS,LA LIBERTAD,2,0,0.0,505027.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA - URUBAMBA,CUSCO,2,0,0.0,236872.0,False
MUNICIPALIDAD DISTRITAL DE HUAYUCACHI,JUNIN,2,0,0.0,277392.0,False
MUNICIPALIDAD DISTRITAL DE IHUARI,LIMA,2,0,0.0,455850.0,False
MUNICIPALIDAD DISTRITAL DE JACAS CHICO,HUANUCO,2,0,0.0,799065.0,False
MUNICIPALIDAD DISTRITAL DE JANGAS,ANCASH,2,0,0.0,340477.0,False
MUNICIPALIDAD DISTRITAL DE JAQUI,AREQUIPA,2,0,0.0,920009.0,False
MUNICIPALIDAD DISTRITAL DE JEPELACIO,SAN MARTIN,2,0,0.0,932547.0,False
MUNICIPALIDAD DISTRITAL DE JESUS MARIA,LIMA,2,0,0.0,1185599.0,False
MUNICIPALIDAD DISTRITAL DE KICHKI,HUANUCO,2,0,0.0,1474925.0,False
MUNICIPALIDAD DISTRITAL DE LA ARENA,PIURA,2,0,0.0,6483271.0,False
MUNICIPALIDAD DISTRITAL DE LA FLORIDA,CAJAMARCA,2,0,0.0,679402.0,False
MUNICIPALIDAD DISTRITAL DE LA MATANZA,PIURA,2,0,0.0,824237.0,False
MUNICIPALIDAD DISTRITAL DE LA MERCED - AIJA,ANCASH,2,0,0.0,5614250.0,False
MUNICIPALIDAD DISTRITAL DE LA PERLA,CALLAO,2,0,0.0,1529172.0,False
MUNICIPALIDAD DISTRITAL DE LA UNION - TARMA,JUNIN,2,0,0.0,1176558.0,False
MUNICIPALIDAD DISTRITAL DE LABERINTO,MADRE DE DIOS,2,0,0.0,5221857.0,False
MUNICIPALIDAD DISTRITAL DE LAMAY,CUSCO,2,0,0.0,4894882.0,False
MUNICIPALIDAD DISTRITAL DE LAREDO,LA LIBERTAD,2,0,0.0,1997368.0,False
MUNICIPALIDAD DISTRITAL DE LARI,AREQUIPA,2,0,0.0,746034.0,False
MUNICIPALIDAD DISTRITAL DE LEONOR ORDO¥EZ,JUNIN,2,0,0.0,21394099.0,False
MUNICIPALIDAD DISTRITAL DE LLAMA - CHOTA,CAJAMARCA,2,0,0.0,212376.0,False
MUNICIPALIDAD DISTRITAL DE LLAMA - MARISCAL LUZURIAGA,ANCASH,2,0,0.0,1001676.0,False
MUNICIPALIDAD DISTRITAL DE LLUMPA,ANCASH,2,0,0.0,155300.0,False
MUNICIPALIDAD DISTRITAL DE LONYA CHICO,AMAZONAS,2,0,0.0,4935118.0,False
MUNICIPALIDAD DISTRITAL DE LONYA GRANDE,AMAZONAS,2,0,0.0,284558.0,False
MUNICIPALIDAD DISTRITAL DE LUIS CARRANZA,AYACUCHO,2,0,0.0,5387452.0,False
MUNICIPALIDAD DISTRITAL DE MAGDALENA - CAJAMARCA,CAJAMARCA,2,0,0.0,2035257.0,False
MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL,AREQUIPA,2,0,0.0,152752.0,False
MUNICIPALIDAD DISTRITAL DE MAQUIA,LORETO,2,0,0.0,2274195.0,False
MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA,2,0,0.0,10621024.0,False
MUNICIPALIDAD DISTRITAL DE MARIA PARADO DE BELLIDO,AYACUCHO,2,0,0.0,140741.0,False
MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL,AREQUIPA,2,0,0.0,233968.0,False
MUNICIPALIDAD DISTRITAL DE MARIAS,HUANUCO,2,0,0.0,925039.0,False
MUNICIPALIDAD DISTRITAL DE MARISCAL CACERES,HUANCAVELICA,2,0,0.0,977725.0,False
MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA - CHACHAPOYAS,AMAZONAS,2,0,0.0,1656847.0,False
MUNICIPALIDAD DISTRITAL DE MATAHUASI,JUNIN,2,0,0.0,836027.0,False
MUNICIPALIDAD DISTRITAL DE MATAPALO,TUMBES,2,0,0.0,239993.0,False
MUNICIPALIDAD DISTRITAL DE MEJIA,AREQUIPA,2,0,0.0,980736.0,False
MUNICIPALIDAD DISTRITAL DE MIRGAS,ANCASH,2,0,0.0,654271.0,False
MUNICIPALIDAD DISTRITAL DE MONOBAMBA,JUNIN,2,0,0.0,378679.0,False
MUNICIPALIDAD DISTRITAL DE MORALES,SAN MARTIN,2,0,0.0,145600.0,False
MUNICIPALIDAD DISTRITAL DE MUQUI,JUNIN,2,0,0.0,17561245.0,False
MUNICIPALIDAD DISTRITAL DE MUSGA,ANCASH,2,0,0.0,725530.0,False
MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA,UCAYALI,2,0,0.0,1569546.0,False
MUNICIPALIDAD DISTRITAL DE OBAS,HUANUCO,2,0,0.0,1517400.0,False
MUNICIPALIDAD DISTRITAL DE OCAÑA,AYACUCHO,2,0,0.0,1863943.0,False
MUNICIPALIDAD DISTRITAL DE OCONGATE,CUSCO,2,0,0.0,737965.0,False
MUNICIPALIDAD DISTRITAL DE OLLEROS - HUARAZ,ANCASH,2,0,0.0,966224.0,False
MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS,2,0,0.0,1257011.0,False
MUNICIPALIDAD DISTRITAL DE PACCHA - CHOTA,CAJAMARCA,2,0,0.0,2299568.0,False
MUNICIPALIDAD DISTRITAL DE PALCA - TARMA,JUNIN,2,0,0.0,664319.0,False
MUNICIPALIDAD DISTRITAL DE PANCAN,JUNIN,2,0,0.0,671333.0,False
MUNICIPALIDAD DISTRITAL DE PARCO,JUNIN,2,0,0.0,2103674.0,False
MUNICIPALIDAD DISTRITAL DE PAROBAMBA,ANCASH,2,0,0.0,970433.0,False
MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA,PUNO,2,0,0.0,1111326.0,False
MUNICIPALIDAD DISTRITAL DE PAUCARPATA,AREQUIPA,2,0,0.0,530650.0,False
MUNICIPALIDAD DISTRITAL DE PAZOS,HUANCAVELICA,2,0,0.0,572198.0,False
MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA,PUNO,2,0,0.0,210796.0,False
MUNICIPALIDAD DISTRITAL DE PICHIRHUA,APURIMAC,2,0,0.0,408808.0,False
MUNICIPALIDAD DISTRITAL DE PILLPINTO,CUSCO,2,0,0.0,1347566.0,False
MUNICIPALIDAD DISTRITAL DE PIMPINGOS,CAJAMARCA,2,0,0.0,1076375.0,False
MUNICIPALIDAD DISTRITAL DE PISCOYACU,SAN MARTIN,2,0,0.0,691886.0,False
MUNICIPALIDAD DISTRITAL DE POMACANCHA,JUNIN,2,0,0.0,1541842.0,False
