cod_ipress,nombre,categoria,institucion,departamento,provincia,distrito,lon,lat
00003562,CENTRO DE SALUD VISTA ALEGRE,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,CARMEN ALTO,-74.21998482,-13.18206138
00003576,CENTRO DE SALUD LOS LICENCIADOS,I-4,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,-74.23119727,-13.14320269
00003710,CENTRO DE SALUD ANDAMARCA,I-4,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CARMEN SALCEDO,-73.96078894,-14.38447221
00003590,CENTRO DE SALUD PUTACCA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,VINCHOS,-74.34842567,-13.40421947
00003595,CENTRO DE SALUD QUINUA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,QUINUA,-74.140475,-13.04955333
00003551,CENTRO DE SALUD ACOSVINCHOS,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ACOS VINCHOS,-74.10176258,-13.11269391
00003554,CENTRO DE SALUD BELEN,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,-74.23385457,-13.16312329
00003560,CENTRO DE SALUD CARMEN ALTO,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,CARMEN ALTO,-74.22515157,-13.17670264
00003602,CENTRO DE SALUD SANTA ELENA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.19763385,-13.16909444
00003577,CENTRO DE SALUD OCROS,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,OCROS,-73.9163231,-13.39248277
00003584,CENTRO DE SALUD PARAS,I-3,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,PARAS,-74.62996242,-13.55134684
00011369,POLICLINICO POLICIAL IQUITOS,I-3,SANIDAD DE LA POLICIA NACIONAL DEL PERU,LORETO,MAYNAS,SAN JUAN BAUTISTA,-73.27792337,-3.76917381
00011292,CENTRO MEDICO REATEGUI E.I.R.L.,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2498801,-3.7384011
00011386,CAP II SAN JUAN BAUTISTA,I-3,ESSALUD,LORETO,MAYNAS,SAN JUAN BAUTISTA,-73.28640444,-3.77457243
00011403,CENTRO DE ATENCION PRIMARIA II NAUTA,I-3,ESSALUD,LORETO,LORETO,NAUTA,-73.5842244,-4.5062377
00011405,CAP II REQUENA,I-3,ESSALUD,LORETO,REQUENA,REQUENA,-73.85676392,-5.0624105
00029011,INKAMAY SALUD CHICLAYO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8536317,-6.7692605
00000161,CENTRO DE SALUD I-4 JUANCITO DE SARAYACU,I-4,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU,-74.85340813,-6.03194009
00000007,"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""",I-4,GOBIERNO REGIONAL,LORETO,MAYNAS,IQUITOS,-73.35446,-3.75344
00000016,BELLAVISTA NANAY,I-4,GOBIERNO REGIONAL,LORETO,MAYNAS,PUNCHANA,-73.3468,-3.4753
00000024,CARDOZO,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,BELEN,-73.27373847,-3.77469658
00000029,C.S. I-3 SANTA CLARA DE NANAY,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,SAN JUAN BAUTISTA,-73.33914568,-3.78567154
00023301,ASOCIACIÓN CIVIL SELVA AMAZÓNICA,I-4,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2531966,-3.7536898
00000051,6 DE OCTUBRE,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,BELEN,-73.24459961,-3.76457022
00000176,CENTRO DE SALUD I-3 PAMPA HERMOZA DE PAMPA HERMOZA,I-3,GOBIERNO REGIONAL,LORETO,UCAYALI,PAMPA HERMOSA,-75.29771701,-7.2016648
00000182,CENTRO DE ALUD I-3 TIERRA BLANCA,I-3,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU,-75.17958948,-6.54976828
00000187,C.S. I-4 BALSAPUERTO,I-4,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO,-76.55968496,-5.8348331
00000193,C.S. I-4 LAGUNAS,I-4,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS,-75.67552385,-5.22445921
00000202,C.S. I-3 SANTA CRUZ,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,SANTA CRUZ,-75.8606824,-5.51222726
00000209,C.S. I-3 SHUCUSHYACU,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,-75.87608065,-6.01626018
00000212,C.S. I-4 PAMPA HERMOZA DE YURIMAGUAS,I-4,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.26957,-6.10275
00004380,CENTRO DE SALUD MOCHUMI,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,-79.86395333,-6.54940333
00000222,C.S. I-3 MUNICHIS DE YURIMAGUAS,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.2308,-5.8925
00000224,C.S. I-3 LOMA,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-75.90825,-5.69345
00000228,C.S. I-3 CARRETERA KM 1.5,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-75.8678,-5.70154
00000246,C.S. I-3 SARAMIRIZA,I-3,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE,-77.42026667,-4.56787667
00000053,ANGAMOS,I-3,GOBIERNO REGIONAL,LORETO,REQUENA,YAQUERANA,-72.87507715,-5.14818528
00000054,ACLAS I-3 INDIANA,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,INDIANA,-73.03855748,-3.49955556
00015880,CENTRO MEDICO BIO CENTER MEDIC SAC,I-3,PRIVADO,LORETO,MAYNAS,PUNCHANA,-73.24748926,-3.72675781
00000077,C.S. I-3 EL ESTRECHO,I-3,GOBIERNO REGIONAL,LORETO,PUTUMAYO,PUTUMAYO,-72.67166532,-2.44966707
00000101,CENTRO DE SALUD I-3 INTUTO,I-3,GOBIERNO REGIONAL,LORETO,LORETO,TIGRE,-74.7814393,-3.4891384
00000105,CENTRO DE SALUD I-4 VILLA TROMPETEROS,I-4,GOBIERNO REGIONAL,LORETO,LORETO,TROMPETEROS,-75.060695,-3.806327
00000109,MAYPUCO,I-3,GOBIERNO REGIONAL,LORETO,LORETO,URARINAS,-75.12029996,-4.82842962
00000111,CENTRO DE SALUD I-3 CONCORDIA,I-3,GOBIERNO REGIONAL,LORETO,LORETO,URARINAS,-74.76706889,-4.58626715
00000125,C.S. I-3 ISLANDIA DEL YAVARI,I-3,GOBIERNO REGIONAL,LORETO,MARISCAL RAMON CASTILLA,YAVARI,-70.04295178,-4.35246203
00000136,CENTRO DE SALUD I-3 GENARO HERRERA,I-3,GOBIERNO REGIONAL,LORETO,REQUENA,JENARO HERRERA,-73.66463391,-4.90499422
00029394,CENTRO DE SALUD MENTAL COMUNITARIO SAN JUAN BAUTISTA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,-74.20403494,-13.1736479
00000150,C.S. I-4 REQUENA,I-4,GOBIERNO REGIONAL,LORETO,REQUENA,REQUENA,-73.8569342,-5.06288155
00003512,CENTRO DE SALUD SARHUA,I-3,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,SARHUA,-74.31716667,-13.673445
00003513,CENTRO DE SALUD CHAVIÑA,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CHAVIÑA,-73.83839833,-14.97854833
00003519,CENTRO DE SALUD CHUMPI,I-3,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CHUMPI,-73.75183833,-15.096105
00003524,CENTRO DE SALUD INCUYO,I-3,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PUYUSCA,-73.569465,-15.25028667
00003530,CENTRO DE SALUD PACAPAUSA,I-3,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PACAPAUSA,-73.36755333,-14.95035667
00003535,CENTRO DE SALUD PULLO,I-3,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PULLO,-73.82467536,-15.21165544
00003606,CENTRO DE SALUD SIMPAPATA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,AYACUCHO,-74.26204046,-13.07696536
00003610,PUESTO DE SALUD MUYURINA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,TAMBILLO,-74.19321806,-13.11385346
00003502,CENTRO DE SALUD CHUSCHI,I-3,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,CHUSCHI,-74.352335,-13.58505
00003509,CENTRO DE SALUD POMABAMBA,I-3,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,-74.23516833,-13.60395333
00011426,POLICLINICO POLICIAL DE AYACUCHO,I-3,SANIDAD DE LA POLICIA NACIONAL DEL PERU,AYACUCHO,HUAMANGA,AYACUCHO,-74.22945923,-13.16803526
00011777,HOGAR CLINICA SAN JUAN DE DIOS - IQUITOS,I-3,PRIVADO,LORETO,MAYNAS,SAN JUAN BAUTISTA,-73.3117796,-3.8034258
00012350,POLICLINICO SANTA MARIA MAGDALENA,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.22766665,-13.15811353
00011446,HUANTA,I-3,ESSALUD,AYACUCHO,HUANTA,HUANTA,-74.24044,-12.93887256
00012075,SARLOR,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.24701277,-3.74998314
00011841,CENTRO MEDICO CAYALTI,I-3,ESSALUD,LAMBAYEQUE,CHICLAYO,CAYALTI,-79.5609333,-6.8908061
00030390,CENTRO MEDICO BICENTENARIO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8319454,-6.775013
00000258,I-4 NUEVO ANDOAS,I-4,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS,-76.46119667,-2.80377333
00000275,ACLAS BELEN DE VILLA BELEN,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,BELEN,-73.24462,-3.76456
00003764,CENTRO DE SALUD SANTA ROSA,I-4,GOBIERNO REGIONAL,AYACUCHO,LA MAR,SANTA ROSA,-73.73554,-12.68577833
00003818,CENTRO DE SALUD SORAS,I-3,GOBIERNO REGIONAL,AYACUCHO,SUCRE,SORAS,-73.60478333,-14.11425167
00003720,CENTRO DE SALUD LUCANAS,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LUCANAS,-74.23362167,-14.62238833
00003623,CENTRO DE SALUD TOTOS,I-3,GOBIERNO REGIONAL,AYACUCHO,CANGALLO,TOTOS,-74.52218799,-13.57046543
00029464,CENTRO DE ATENCIÓN MEDICA ESPECIALIZADA CARDIO VIDA E.I.R.L,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25087622,-3.74843228
00003676,CENTRO DE SALUD VIRACOCHAN,I-3,GOBIERNO REGIONAL,AYACUCHO,HUANTA,AYAHUANCO,-74.33137806,-12.59448371
00003677,CENTRO DE SALUD HUAC-HUAS,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,HUAC-HUAS,-74.94459167,-14.130955
00004322,JOSE QUIÑONES GONZALES,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.86761375,-6.77126101
00004325,VICTOR ENRIQUE TIRADO BONILLA-CHONGOYAPE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-79.38460167,-6.64272667
00004366,OYOTUN,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,OYOTUN,-79.30032517,-6.84628516
00004372,CENTRO DE SALUD SAN MARTIN-LAMBAYEQUE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.91441167,-6.70073667
00003775,CENTRO DE SALUD TRIBOLINE,I-3,GOBIERNO REGIONAL,AYACUCHO,HUANTA,SIVIA,-73.85807333,-12.57937167
00003824,CENTRO DE SALUD CANARIA,I-3,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,CANARIA,-73.90488464,-13.92633944
00004326,PAMPA GRANDE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-79.48157833,-6.75191667
00004327,LA VICTORIA SECTOR I,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.84484,-6.79329667
00004329,EL BOSQUE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.83654026,-6.80196608
00004330,CHOSICA DEL NORTE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.83045984,-6.83884948
00004333,PAUL HARRIS,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,-79.85149833,-6.75076
00003779,CENTRO DE SALUD CHILCAS,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,CHILCAS,-73.906365,-13.16932833
00003783,CENTRO DE SALUD CHUNGUI,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,CHUNGUI,-73.586955,-13.21108167
00003829,CENTRO DE SALUD HUALLA,I-3,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUALLA,-73.94814574,-13.85129169
00003735,CENTRO DE SALUD SAN PEDRO,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN PEDRO,-74.09737486,-14.76788808
00003711,CENTRO DE SALUD CHIPAO,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CHIPAO,-73.87971317,-14.36545293
00004338,PIMENTEL,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,PIMENTEL,-79.93153904,-6.83332974
00004407,CENTRO DE SALUD OLMOS,I-4,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,OLMOS,-79.74613667,-5.991845
00003834,CENTRO DE SALUD HUANCAPI,I-4,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUANCAPI,-74.06702115,-13.74943557
00003740,CENTRO DE SALUD SANTA FILOMENA,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANCOS,-74.27192,-15.35735
00003795,CENTRO DE SALUD PATIBAMBA,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,PATIBAMBA,-73.94266,-13.06241667
00003745,CENTRO DE SALUD LLOCHEGUA,I-4,GOBIERNO REGIONAL,AYACUCHO,HUANTA,LLOCHEGUA,-73.90994667,-12.41615833
00004349,MONSEFU,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,MONSEFU,-79.87104333,-6.87306333
00003689,CENTRO DE SALUD OTOCA,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,OTOCA,-74.68622833,-14.488695
00003694,SAN SEBASTIAN DE SACRACA,I-3,GOBIERNO REGIONAL,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,-73.34353333,-15.21150333
00003696,CENTRO DE SALUD MARCABAMBA,I-3,GOBIERNO REGIONAL,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,-73.34065833,-15.14891167
00004386,CENTRO DE SALUD SALAS,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.60864167,-6.27498667
00004353,CIUDAD ETEN,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,ETEN,-79.859655,-6.90803667
00004356,ZAÑA,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,SAÑA,-79.586035,-6.92203667
00003797,CENTRO DE SALUD TAMBO,I-4,GOBIERNO REGIONAL,AYACUCHO,LA MAR,TAMBO,-74.0176,-12.94195
00003650,CENTRO DE SALUD HUAMANGUILLA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUANTA,HUAMANGUILLA,-74.17549167,-13.01059167
00003847,CENTRO DE SALUD VILCASHUAMAN,I-4,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,-73.95321237,-13.65732406
00004395,CENTRO DE SALUD MOTUPE,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-79.71745167,-6.14997333
00004397,KAÑARIS,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,FERREÑAFE,CAÑARIS,-79.26527205,-6.04664185
00003749,CENTRO DE SALUD PALMAPAMPA,I-4,GOBIERNO REGIONAL,AYACUCHO,LA MAR,SAMUGARI,-73.653605,-12.76789
00003755,CENTRO DE SALUD MACHENTE,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,AYNA,-73.88582,-12.71974833
00003758,CENTRO DE SALUD ANCHIHUAY,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,ANCHIHUAY,-73.57847833,-12.86312333
00004373,TORIBIA CASTRO CHIRINOS,I-4,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.90944934,-6.69581039
00003663,CENTRO DE SALUD LURICOCHA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUANTA,LURICOCHA,-74.272135,-12.90005333
00004384,CENTRO DE SALUD PACORA,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,PACORA,-79.83813167,-6.42935667
00003808,CENTRO DE SALUD QUEROBAMBA,I-4,GOBIERNO REGIONAL,AYACUCHO,SUCRE,QUEROBAMBA,-73.84390667,-14.00814
00003667,CENTRO DE SALUD SAN JOSE DE SECCE,I-4,GOBIERNO REGIONAL,AYACUCHO,HUANTA,SANTILLANA,-74.25808167,-12.76943
00004319,SAN ANTONIO,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.82880764,-6.76611513
00004320,JORGE CHAVEZ,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.82111428,-6.76485798
00003713,CENTRO DE SALUD AUCARA,I-3,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,AUCARA,-73.97769502,-14.27504029
00003762,CENTRO DE SALUD SAN MARTIN,I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,UNIÓN PROGRESO,-73.52855833,-12.93735833
00029507,MEDIC SALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8429794,-6.782435
00008836,POLICLINICO CHICLAYO OESTE,I-3,ESSALUD,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.862752,-6.771262
00007459,I-3 PUCACURO DE TROMPETERO,I-3,GOBIERNO REGIONAL,LORETO,LORETO,TROMPETEROS,-75.42941,-3.44947
00007325,C.S. I-3 LA NATIVIDAD,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.109631,-5.8946
00008833,CAP III CARLOS CASTAÑEDA IPARRAGUIRRE,I-3,ESSALUD,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.8421153,-6.798765
